Name,Active,Level,Peak,Club,Division,Mentality,Position,Foot,Nation,Primary Class,Secondary Class,Model,Physique,Character,Base Value,Attachments,Decisions,Composure,Tempo,First Touch,Leadership,Communication,Drive,Discipline,Guile,Vision,Movement,Flair,Balance,Set Piece,Carries,Penalty,Long,Close,Through,Range,Accuracy,Cross,Takeons,Skills,Anticipation,Stamina,Recovery,Pressing,Intensity,Tackling,Marking,Blocking,Bravery,Positioning,Concentraion,Awareness,Aerial Duels,Reactions,Pace,Acceleration,Agility,Physicality,Hold Up,Duels,Aggression,Coordination,Jumping,Heading
Mats Hummels,checked,85,85,Dortmund,Bundesliga,Balanced,Central Defender,R,,Stopper,Commander,Leader,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Sebastien Haller,checked,85,85,Dortmund,Bundesliga,Balanced,Central Forward,R,,Aerial,Striker,Target,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Jadon Sancho,checked,84,84,Dortmund,Bundesliga,Attacking,Wide Forward,R,,Creator,Dribbler,Magician,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Ross Barkley,checked,85,85,Everton,Premier League,Attacking,Central Midfielder,R,England,Controller,Creator,Playmaker,Powerful,Competitive,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Pickford,checked,85,85,Everton,Premier League,Cautious,Keeper,L,England,Acrobat,Orthodox,Shotstopper,Powerful,Resolute,£25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnaut Danjuma,checked,85,85,Everton,Premier League,Attacking,Wide Forward,R,,Creator,Dribbler,Magician,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Seamus Coleman,checked,83,83,Everton,Premier League,Balanced,Wide Defender,R,Ireland,Engine,Cover,Dynamo,Dynamic,Reliable,£35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Calvert-Lewin,checked,83,83,Everton,Premier League,Attacking,Central Forward,R,,Aerial,Striker,Target,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Conor Coady,checked,82,82,Everton,Premier League,Balanced,Central Defender,R,England,Stopper,Commander,Leader,Robust,Influential,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Gimenez,checked,86,86,Feyenoord,Eredivisie,Attacking,Central Forward,R,,Striker,Engine,Poacher,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Mats Wieffer,checked,84,84,Feyenoord,Eredivisie,Balanced,Central Midfielder,R,,Controller,Engine,Conductor,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
German Cano,checked,87,87,Fluminense,Brasileirão,Attacking,Central Forward,R,,Striker,Engine,Poacher,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Andre,checked,84,84,Fluminense,Brasileirão,Balanced,Central Midfielder,R,,Controller,Passer,Regista,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
João Palhinha,checked,88,88,Fulham,Premier League,Cautious,Central Midfielder,R,Portugal,Engine,Stopper,Destroyer,Dominant,Aggressive,£80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexsander Mitrovic,checked,82,82,Fulham,Premier League,Balanced,Central Forward,R,Serbia,Powerhouse,Striker,Spearhead,Strong,Aggressive,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Cairney,checked,81,81,Fulham,Premier League,Balanced,Central Midfielder,L,Scotland,Controller,Creator,Playmaker,Tall,Charismatic,£20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernd Leno,checked,80,80,Fulham,Premier League,Balanced,Keeper,,Germany,Distributor,Sweeper,Libero GK,Athletic,Composed,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Jimenez,checked,80,80,Fulham,Premier League,Balanced,Central Forward,R,Mexico,Aerial,Striker,Target,Powerful,Energetic,£15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Ream,checked,78,78,Fulham,Premier League,Cautious,Central Defender,L,USA,Stopper,Commander,Leader,Robust,Resolute,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilfried Zaha,checked,86,87,Galatasaray,Süper Lig,Attacking,Wide Forward,R,Ivory Coast,Dribbler,Creator,Wizard,Agile,Talismanic,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauro Icardi,checked,85,85,Galatasaray,Süper Lig,Attacking,Central Forward,R,,Striker,Aerial,Hitman,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Hakim Ziyech,checked,85,85,Galatasaray,Süper Lig,Attacking,Wide Forward,L,,Creator,Passer,Maestro,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Lucas Torreira,checked,84,84,Galatasaray,Süper Lig,Cautious,Central Midfielder,R,,Engine,Cover,Dynamo,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Lionel Messi,checked,89,95,Inter Miami,MLS,Attacking,Wide Forward,L,Argentina,Creator,Dribbler,Magician,,,£80000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Luis Suarez,checked,85,90,Inter Miami,MLS,Balanced,Central Forward,R,Uruguay,Striker,Creator,Assassin,Agile,Crafty,£110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lautaro Martinez,checked,89,89,Inter Milan,Serie A,Balanced,Central Forward,R,Argentina,Striker,Creator,Assassin,Speedy,Determined,£110000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Nicolo Barella,checked,89,89,Inter Milan,Serie A,Balanced,Central Midfielder,R,Italy,Engine,Commander,Driver,,,£90000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Hakan Calhanoglu,checked,87,87,Inter Milan,Serie A,Balanced,Central Midfielder,R,Turkey,Controller,Passer,Regista,,,£60000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Yann Sommer,checked,87,87,Inter Milan,Serie A,Balanced,Keeper,R,,Acrobat,Orthodox,Shotstopper,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Marcus Thuram,checked,86,86,Inter Milan,Serie A,Balanced,Central Forward,R,France,Powerhouse,Striker,Spearhead,,,£60000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Alessandro Bastoni,checked,86,86,Inter Milan,Serie A,Balanced,Central Defender,L,Italy,Stopper,Engine,Train,,,£60000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Benjamin Pavard,checked,86,86,Inter Milan,Serie A,Balanced,Wide Defender,R,,Cover,Stopper,Cornerback,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Federico Dimarco,checked,85,85,Inter Milan,Serie A,Attacking,Wide Defender,L,Italy,Passer,Cover,Provider,,,£55000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Francesco Acerbi,checked,85,85,Inter Milan,Serie A,Balanced,Central Defender,L,,Stopper,Engine,Train,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Davide Frattesi,checked,85,85,Inter Milan,Serie A,Balanced,Central Midfielder,R,,Creator,Engine,Catalyst,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Stefan de Vrij,checked,85,85,Inter Milan,Serie A,Balanced,Central Defender,R,,Stopper,Controller,Lynchpin,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Carlos Augusto,checked,85,85,Inter Milan,Serie A,Attacking,Wide Defender,L,,Passer,Cover,Provider,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Denzel Dumfries,checked,84,84,Inter Milan,Serie A,Balanced,Wide Defender,R,Netherlands,Engine,Powerhouse,Bison,,,£40000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Henrik Mkhitaryan,checked,84,84,Inter Milan,Serie A,Attacking,Central Midfielder,R,,Creator,Engine,Catalyst,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Wojciech Szczesny,checked,87,87,Juventus,Serie A,Cautious,Keeper,R,,Orthodox,Commander,Sentinel,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Matthijs de Ligt,checked,87,87,Juventus,Serie A,Balanced,Central Defender,R,,Stopper,Controller,Lynchpin,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Manuel Locatelli,checked,86,86,Juventus,Serie A,Balanced,Central Midfielder,R,,Cover,Commander,Anchor,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
