Name,Nation,Club,Position,Foot,Mentality,Primary Class,Secondary Class,Model,Level
Ben Waine,New Zealand,Plymouth Argyle,CF,R,Balanced,Engine,Striker,Livewire,81
Callum Paterson,Scotland,Sheffield Wednesday,CF,R,Balanced,Engine,Powerhouse,Bison,81
Danny Ward,England,Huddersfield Town,CF,L,Balanced,Engine,Aerial,Boxcrasher,81
Matthew Hoppe,USA,Middlesbrough,CF,L,Attacking,Sprinter,Aerial,,81
Nathan Lowe,England,Stoke City,CF,R,Attacking,Sprinter,Striker,Ghost,81
Keshi Anderson,England,Birmingham City,CF,R,,Sprinter,Striker,Ghost,81
Layton Stewart,England,Preston North End,CF,R,Attacking,Striker,Sprinter,Rocket,81
Callum Marshall,Northern Ireland,WBA,CF,L,Attacking,Sprinter,Striker,Ghost,81
Mason Burstow,England,Sunderland,CF,R,Attacking,Aerial,Striker,Target,81
Ryan Hardie,Scotland,Plymouth Argyle,CF,R,Attacking,Engine,Striker,Livewire,81
Eliezer Mayenda,Spain,Hibernian,CF,L,Attacking,Striker,Sprinter,Rocket,81
Brandon Thomas-Asante,England,WBA,CF,R,Attacking,Sprinter,Engine,Shuttler,81
Mateo Joseph,,Leeds United,CF,R,Attacking,Sprinter,Striker,Ghost,81
Jorge Hurtado,Colombia,Watford,CF,L,Attacking,Creator,Sprinter,Livewire,81
Tobi Adeyemo,England,Watford,CF,R,Attacking,Sprinter,Powerhouse,Athlete,81
Bernd Leno,Germany,Fulham,GK,R,Balanced,Distributor,Sweeper,Libero GK,80
Gabriel Slonina,USA,Eupen,GK,R,Balanced,Acrobat,Orthodox,Shotstopper,80
James Shea,England,Luton Town,GK,R,Cautious,Acrobat,Orthodox,Shotstopper,80
Remi Matthews,England,Crystal Palace,GK,R,Cautious,Orthodox,Acrobat,Wall,80
Scott Carson,England,Manchester City,GK,R,Cautious,Orthodox,Commander,Sentinel,80
Mark Gillespie,Ireland,Newcastle United,GK,R,Cautious,Acrobat,Orthodox,Shotstopper,80
Joseph Anang,England,West Ham,GK,R,Balanced,Orthodox,Distributor,Sentry,80
Jamie Jones,England,Middlesbrough,GK,R,Cautious,Distributor,Acrobat,Guardian,80
Dillon Phillips,England,Rotherham,GK,R,Cautious,Acrobat,Orthodox,Shotstopper,80
Callum Burton,England,Plymouth Argyle,GK,R,Cautious,Acrobat,Orthodox,Shotstopper,80
Jack Bonham,Ireland,Stoke City,GK,R,Cautious,Acrobat,Aerial,,80
Nathan Bishop,England,Sunderland,GK,R,Cautious,Acrobat,Sweeper,Hawk,80
Max O'Leary,Ireland,Bristol City,GK,R,Cautious,Commander,Orthodox,Hawk,80
Ted Cann,England,WBA,GK,L,Balanced,Aerial,Orthodox,Shotstopper,80
Vladimir Coufal,Czech Republic,West Ham,WD ,R,Cautious,Engine,Sprinter,Shuttler,80
Ishé Samuels-Smith,England,Chelsea,WD ,L,Balanced,Sprinter,Engine,Shuttler,80
Joe Johnson,England,Luton Town,WD ,L,Balanced,Sprinter,Engine,Shuttler,80
Zak Sturge,England,Chelsea,WD ,L,Balanced,Sprinter,Engine,Shuttler,80
Rhys Norrington-Davies,Wales,Sheffield United,WD ,L,Balanced,Engine,Sprinter,Shuttler,80
Sam Curtis,Ireland,Sheffield United,WD ,R,Balanced,Engine,Cover,Dynamo,80
Tolaji Bola,England,Rotherham,WD ,L,Balanced,Sprinter,Engine,Shuttler,80
Janoi Donacien,St Lucia,Ipswich Town,WD ,R,Balanced,Cover,Stopper,Cornerback,80
Cohen Bramall,England,Rotherham,WD ,L,Balanced,Sprinter,Engine,Shuttler,80
Femi Seriki,England,Rotherham,WD ,R,Balanced,Sprinter,Engine,Shuttler,80
Aaron Drewe,India,QPR,WD ,R,Balanced,Sprinter,Engine,Shuttler,80
Kellen Fisher,England,Norwich City,WD ,R,Balanced,Sprinter,Engine,Shuttler,80
Osman Kakay,Sierra Leone,QPR,WD ,R,Balanced,Engine,Cover,Dynamo,80
Lino Sousa,England,Plymouth Argyle,WD ,L,Balanced,Sprinter,Engine,Shuttler,80
Jose Fonte,Portugal,Southampton,CD,R,Balanced,Stopper,Aerial,Centre Back,80
Jan Vertonghen,Belgium,,CD,L,Attacking,Stopper,Engine,Train,80
Caglar Soyuncu,Turkey,Leicester City,CD,R,Cautious,Stopper,Powerhouse,Rock,80
Kaelan Casey,England,West Ham,CD,R,Balanced,Stopper,Passer,Libero,80
Alfie Taylor,,Hull City,CD,L,Balanced,Aerial,Stopper,Titan,80
Connor O'Riordan,,Blackburn Rovers,CD,R,Cautious,Aerial,Stopper,Titan,80
Adam Lallana,England,Southampton,WM,E,Balanced,Dribbler,Creator,Wizard,80
Michael Olakigbe,England,Brentford,WM,R,Balanced,Sprinter,Dribbler,Flash,80
Marvin Johnson,England,Sheffield Wednesday,WM,L,Balanced,Passer,Cover,Provider,80
Zak Gilsenan,Ireland,Blackburn Rovers,WM,R,Attacking,Creator,Dribbler,Magician,80
Matthew Sorinola,England,Plymouth Argyle,WM,R,Balanced,Engine,Dribbler,Tornate,80
Tom Fellows,England,WBA,WM,R,Balanced,Dribbler,Sprinter,Winger,80
Onel Hernandez,Cuba,Norwich City,WM,R,Balanced,Engine,Dribbler,Tornate,80
Samuel Silvera,Australia,Middlesbrough,WM,R,Attacking,Sprinter,Dribbler,Flash,80
Elliot Thorpe,England,Luton Town,CM,R,Balanced,Controller,Engine,Conductor,80
Michael Golding,England,Chelsea,CM,R,Attacking,Creator,Passer,Maestro,80
Joe White,England,Crewe Alexandra,CM,L,Balanced,Creator,Engine,Catalyst,80
Lewis Orford,England,West Ham,CM,R,Balanced,Creator,Dribbler,Magician,80
Ateef Konate,France,Nottingham Forest,CM,R,Attacking,Creator,Dribbler,Magician,80
Tom Huddlestone,England,Manchester United,CM,R,Balanced,Controller,Passer,Regista,80
Law McCabe,England,Middlesbrough,CM,R,Balanced,Controller,Passer,Regista,80
Bae Jun-ho,South Korea,Wrexham,CM,R,Attacking,Creator,Dribbler,Magician,80
Adam Murphy,Ireland,Bristol City,CM,R,Balanced,Engine,Controller,Box-To-Box,80
Elijah Dixon-Bonner,England,QPR,CM,R,Balanced,Controller,Engine,Conductor,80
Noah Mawene,France,Preston North End,CM,R,Balanced,Engine,Controller,Box-To-Box,80
Chris Rigg,England,Sunderland,CM,L,Balanced,Engine,Creator,Raumdeuter,80
Kristi Montgomery,,Blackburn Rovers,CM,R,Balanced,Controller,Engine,Conductor,80
Alfie Chang,England,Birmingham City,CM,R,Balanced,Engine,Creator,Raumdeuter,80
Hakeem Odoffin,England,Rotherham,CM,R,Balanced,Aerial,Engine,Boxcrasher,80
Andy King,Wales,Bristol City,CM,R,Balanced,Engine,Commander,Driver,80
Rafferty Pedder,England,QPR,CM,R,Balanced,Engine,Creator,Raumdeuter,80
Brahima Diarra,Mali,Huddersfield Town,CM,R,Attacking,Engine,Creator,Raumdeuter,80
Enock Agyei,Belgium,Burnley,WF,L,Balanced,Sprinter,Engine,Shuttler,80
Mallik Wilks,England,Sheffield Wednesday,WF,L,Attacking,Sprinter,Dribbler,Flash,80
Charles Sagoe Jr.,England,Swansea City,WF,R,Attacking,Sprinter,Dribbler,Flash,80
D'Margio Wright-Phillips,England,Stoke City,WF,R,Attacking,Sprinter,Dribbler,Flash,80
Adedira Mebude,Scotland,Bristol City,WF,R,Attacking,Sprinter,Dribbler,Flash,80
Liam McCarron,Scotland,Stoke City,WF,L,Attacking,Sprinter,Dribbler,Flash,80
Sam Amo-Ameyaw,England,Southampton,WF,L,Attacking,Sprinter,Dribbler,Flash,80
Arvin Appiah,England,Rotherham,WF,R,Attacking,Sprinter,Dribbler,Flash,80
Kelechi Iheanacho,Nigeria,Leicester City,CF,L,Attacking,Striker,Creator,Assassin,80
Raul Jimenez,Mexico,Fulham,CF,R,Balanced,Aerial,Striker,Target,80
Mustapha Bundu,Sierra Leone,Plymouth Argyle,CF,R,Attacking,Sprinter,Creator,Spark,80
Bailey-Tye Cadamarteri,England,Sheffield Wednesday,CF,R,Attacking,Striker,Aerial,Hitman,80
Noah Ohio,Netherlands,Hull City,CF,L,Attacking,Sprinter,Striker,Ghost,80
Michael Adu-Poku,England,Watford,CF,R,Balanced,Sprinter,Striker,Ghost,80
Kian Harratt,England,Huddersfield Town,CF,L,Attacking,Sprinter,Striker,Ghost,80
Djeidi Gassama,France,Sheffield Wednesday,CF,R,Attacking,Creator,Sprinter,Livewire,80
Joshua Kayode,Ireland,Rotherham,CF,R,Attacking,Sprinter,Engine,Shuttler,80
Bojan Radulovic,Serbia,Huddersfield Town,CF,R,Attacking,Aerial,Striker,Target,80
Tom Eaves,England,Rotherham,CF,R,Attacking,Aerial,Powerhouse,Colossus,80
Joe Hart,England,Celtic,GK,R,Balanced,Orthodox,Acrobat,Wall,79
Brandon Austin,England,Tottenham Hotspur,GK,R,Cautious,Acrobat,Commander,,79
Tom King,Wales,Wolves,GK,R,Cautious,Orthodox,Acrobat,Wall,79
David Robson,Wales,Hull City,GK,L,Balanced,Acrobat,Distributor,All-Rounder,79
Tom Glover,Australia,Middlesbrough,GK,R,Cautious,Orthodox,Aerial,Wall,79
Jacob Chapman,Australia,Huddersfield Town,GK,R,Cautious,Acrobat,Sweeper,Hawk,79
Pierce Charles,Northern Ireland,Sheffield Wednesday,GK,R,Cautious,Acrobat,Sweeper,Hawk,79
Nathan Broome,England,Swansea City,GK,R,Cautious,Acrobat,Orthodox,Shotstopper,79
Patrick van Aanholt,Netherlands,Crystal Palace,WD ,L,Attacking,Sprinter,Cover,Flanker,79
Matty Jacob,England,Hull City,WD ,L,Balanced,Engine,Cover,Dynamo,79
Sebastian Revan,England,Rotherham,WD ,L,Balanced,Sprinter,Engine,Shuttler,79
Patrick Gamble,England,Blackburn Rovers,CD,R,Cautious,Aerial,Stopper,Titan,79
Tom Atcheson,,Blackburn Rovers,CD,R,Cautious,Aerial,Commander,,79
Marc Albrighton,England,Leicester City,WM,R,Balanced,Engine,Sprinter,Shuttler,79
Mickel Miller,England,Plymouth Argyle,WM,L,Attacking,Sprinter,Creator,Spark,79
David Ozoh,England,Crystal Palace,CM,R,Cautious,Engine,Powerhouse,Bison,79
Pelly-Ruddock Mpanzu,DR Congo,Luton Town,CM,R,Balanced,Engine,Powerhouse,Bison,79
Tawanda Chirewa,Zimbabwe,Wolves,CM,R,Attacking,Creator,Sprinter,Livewire,79
Alex Matos,England,Huddersfield Town,CM,R,Attacking,Engine,Controller,Box-To-Box,79
Josh Home,England,Birmingham City,CM,R,Balanced,Engine,Passer,Metronome,79
Finn Cartwright,England,Middlesbrough,CM,L,Balanced,Controller,Engine,Conductor,79
Rocco Coyle,England,Hull City,CM,R,Balanced,Engine,Controller,Box-To-Box,79
Sol Sidibe,England,Stoke City,CM,R,Balanced,Controller,Engine,Conductor,79
Cameron Congreve,Wales,Swansea City,WF,L,Attacking,Creator,Dribbler,Magician,79
Vaughan Covil,USA,Hull City,WF,R,Attacking,Engine,Creator,Raumdeuter,79
Shinji Okazaki,Japan,Leicester City,CF,R,Cautious,Engine,Striker,Livewire,79
Diego Costa,Spain,Botafogo,CF,R,Balanced,Powerhouse,Striker,Spearhead,79
Taylan Harris,England,Luton Town,CF,L,Attacking,Creator,Dribbler,Magician,79
Tyreece John-Jules,England,Arsenal,CF,R,Attacking,Striker,Creator,Assassin,79
Tyrell Sellars-Fleming,England,Hull City,CF,R,Attacking,Dribbler,Striker,Attacker,79
Igor Tyjon,Poland,Blackburn Rovers,CF,R,Attacking,Striker,Engine,Poacher,79
Felipe Rodriguez-Gentile,Argentina,Preston North End,CF,R,Attacking,Sprinter,Striker,Ghost,79
Emre Tezgel,,Stoke City,CF,R,Attacking,Striker,Engine,Poacher,79
Fabio Tavares,Portugal,Coventry City,CF,R,Attacking,Sprinter,Striker,Ghost,79
Jordan Amissah,Germany,Sheffield United,GK,R,Balanced,Aerial,Orthodox,Shotstopper,78
Conor Hazard,England,Plymouth Argyle,GK,L,Cautious,Aerial,Orthodox,Shotstopper,78
Brad Mayo,England,Birmingham City,GK,R,Balanced,Commander,Orthodox,Hawk,78
Owen Foster,England,Hull City,GK,R,Balanced,Distributor,Sweeper,Libero GK,78
Joel Ward,England,Crystal Palace,WD ,R,Cautious,Cover,Stopper,Cornerback,78
Maya Yoshida,Japan,Southampton,CD,R,Cautious,Stopper,Engine,Train,78
John O'Shea,Ireland,Sunderland,CD,R,Balanced,Stopper,Commander,Leader,78
Max Kilman,England,Wolves,CD,L,Balanced,Stopper,Controller,Lynchpin,78
Raphael Araoye,Germany,Bristol City,CD,L,Cautious,Aerial,Stopper,Titan,78
Pat Jones,Wales,Huddersfield Town,WM,L,Balanced,Sprinter,Dribbler,Flash,78
Raekwon Nelson,England,Bristol City,WM,R,Attacking,Sprinter,Creator,Spark,78
Archie Gray,England,Leeds United,CM,R,Balanced,Engine,Controller,Box-To-Box,78
George Earthy,England,West Ham,CM,R,Attacking,Creator,Dribbler,Magician,78
James Edmondson,England,Blackburn Rovers,CM,L,Attacking,Creator,Passer,Maestro,78
Kaedyn Kamara,England,Preston North End,CM,R,,Controller,Engine,Conductor,78
Tom Sparrow,Wales,Stoke City,CM,R,Balanced,Controller,Engine,Conductor,78
Olly Green,,Hull City,CM,R,Balanced,Engine,Controller,Box-To-Box,78
Jovan Malcolm,England,WBA,CF,R,Attacking,Sprinter,Striker,Ghost,78
Josh Ayres,England,Rotherham,CF,R,Attacking,Aerial,Powerhouse,Colossus,78
Tommy Backwell,England,Bristol City,CF,R,Attacking,Sprinter,Striker,Ghost,78
Nathaniel Ford,England,Rotherham,GK,R,Cautious,Aerial,Orthodox,Shotstopper,77
Oliver Pipa,Spain,Luton Town,GK,R,Cautious,Acrobat,Orthodox,Shotstopper,77
Nicholas Michalski,,Blackburn Rovers,GK,R,Cautious,Acrobat,Aerial,,77
Josh Seary,England,Preston North End,WD ,R,Cautious,Engine,Sprinter,Shuttler,77
Marcel Oakley,England,Birmingham City,CD,R,Balanced,Stopper,Commander,Leader,77
Zach Nelson,England,Luton Town,CM,R,Balanced,Engine,Controller,Box-To-Box,77
Ty Barnett,England,Wolves,CM,R,Attacking,Creator,Dribbler,Magician,77
Nathan Tinsdale,England,Hull City,CM,R,Balanced,Controller,Engine,Conductor,77
Ciaran McGuckin,Northern Ireland,Rotherham,CM,R,Balanced,Engine,Creator,Raumdeuter,77
Kian Taylor,England,Preston North End,CM,R,Balanced,Controller,Passer,Regista,77
Nathan Fraser,England,Wolves,CF,R,Balanced,Creator,Dribbler,Magician,77
Junior Dixon,England,Birmingham City,CF,R,Attacking,Sprinter,Stopper,Athlete,77
Tim Krul,Netherlands,Luton Town,GK,R,Cautious,Orthodox,Acrobat,Wall,76
Fraser Forster,England,Southampton,GK,R,Cautious,Orthodox,Commander,Sentinel,76
Mathew Ryan,Australia,AZ,GK,R,Balanced,Distributor,Sweeper,Libero GK,76
Leo Duru,England,Blackburn Rovers,WD ,R,Attacking,Sprinter,Engine,Shuttler,76
Rhys Doherty,,Blackburn Rovers,CD,R,Cautious,Stopper,Sprinter,Shadow,76
Mario Balotelli,Italy,Adana Denirspor,CF,R,Attacking,Striker,Powerhouse,Rifle,76
Aimar Govea,Ecuador,Swansea City,WM,L,Balanced,Dribbler,Creator,Wizard,75
Tyreik Wright,Ireland,Plymouth Argyle,WM,L,Attacking,Sprinter,Dribbler,Flash,75
Stan Ashbee,Ireland,Hull City,CD,R,Cautious,Aerial,Stopper,Titan,74
Jamie Knight-Lebel,Canada,Bristol City,CD,R,Cautious,Aerial,Stopper,Titan,74
Jed Meerholz,England,Bristol City,CD,L,Balanced,Stopper,Controller,Lynchpin,73
Harvey Griffiths,England,Walsall,CM,R,Balanced,Controller,Commander,,73
Fletcher Holman,England,Wolves,CF,R,Balanced,Sprinter,Engine,Shuttler,73
George Boyd,Scotland,Wythenshawe Town,WF,L,Balanced,Creator,Engine,Catalyst,68
