Name,Active,Nation,Club,Physique,Character,Primary Class,Secondary Class,Position,Model,Level,Base Value,Decisions,Composure,Tempo,First Touch,Leadership,Communication,Drive,Discipline,Guile,Vision,Movement,Flair,Balace,Set Piece,Carries,Penalty,Long,Close,Through,Range,Accuracy,Cross,Takeons,Skills,Anticipation,Stamina,Recovery,Pressing,Intensity,Tackling,Marking,Blocking,Bravery,Positioning,Concentraion,Awareness,Aerial Duels,Reactions,Pace,Acceleration,Agility,Physicality,Hold Up,Duels,Aggression,Coordination,Jumping,Heading,Foot,Mentality
Mats Hummels,checked,,Dortmund,,,Stopper,Commander,Central Defender,Leader,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Bafode Diakite,checked,,Lille,,,Stopper,Cover,Central Defender,Shield,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Jorge Cuenca,checked,,Villarreal,,,Stopper,Cover,Central Defender,Shield,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Balanced
Sebastian Coates,checked,,Sporting,,,Stopper,Commander,Central Defender,Leader,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Ousmane Diomande,checked,,Sporting,,,Stopper,Powerhouse,Central Defender,Rock,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Diego Carlos,checked,,Aston Villa,,,Stopper,Powerhouse,Central Defender,Rock,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Cautious
Kurt Zouma,checked,,West Ham,,,Stopper,Aerial,Central Defender,Centre Back,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Cautious
Nacho,checked,,Real Madrid,,,Stopper,Commander,Central Defender,Leader,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Cautious
Benoit Badiashile,checked,,Chelsea,,,Stopper,Powerhouse,Central Defender,Rock,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Cautious
Antonio Silva,checked,,Benfica,,,Stopper,Controller,Central Defender,Lynchpin,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Roberto Firmino,checked,Brazil,Al-Ahli,Athletic,Relentless,Engine,Striker,Central Forward,Livewire,85,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Luis Suarez,checked,Uruguay,Inter Miami,Agile,Crafty,Striker,Creator,Central Forward,Assassin,85,£110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Dimitar Berbatov,,Bulgaria,Retired,Rangy,Classy,Aerial,Striker,Central Forward,Target,85,£20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Michael Owen,,England,Retired,Rapid,Determined,Sprinter,Striker,Central Forward,Rocket,85,£80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Gerard Moreno,checked,,Villarreal,,,Striker,Engine,Central Forward,Poacher,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,
Callum Wilson,checked,,Newcastle,,,Striker,Aerial,Central Forward,Hitman,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Mauro Icardi,checked,,Galatasaray,,,Striker,Aerial,Central Forward,Hitman,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Youssef En-Nesyri,checked,,Sevilla,,,Striker,Aerial,Central Forward,Hitman,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Balanced
Memphis Depay,checked,,Atletico Madrid,,,Striker,Creator,Central Forward,Assassin,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Elye Wahi,checked,,RC Lens,,,Striker,Sprinter,Central Forward,Rocket,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Mehdi Taremi,checked,,Porto,,,Creator,Striker,Central Forward,Fantasista,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Patrik Schik,checked,,Leverkusen,,,Striker,Powerhouse,Central Forward,Rifle,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Balanced
Richarlison,checked,,Tottenham Hotspur,,,Striker,Engine,Central Forward,Poacher,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Goncalo Ramos,checked,,PSG,,,Striker,Engine,Central Forward,Poacher,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Jonathan David,checked,,Lille,,,Striker,Sprinter,Central Forward,Rocket,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Sebastien Haller,checked,,Dortmund,,,Aerial,Striker,Central Forward,Target,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Nicolas Jackson,checked,,Chelsea,,,Sprinter,Striker,Central Forward,Ghost,85,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Balanced
Youri Tielemans,checked,Belgium,Leicester,Nimble,Composed,Controller,Creator,Central Midfielder,Playmaker,85,£55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Cesc Fabregas,,Spain,Retired,Balanced,Passionate,Creator,Passer,Central Midfielder,Maestro,85,£100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Yves Bissouma,checked,Mali,Tottenham Hotspur,Strong,Unpredictable,Controller,Engine,Central Midfielder,Conductor,85,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Luka Modric,checked,Croatia,Tottenham Hotspur,Nimble,Crafty,Controller,Creator,Central Midfielder,Playmaker,85,£55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Alexis Mac Allister,checked,Argentina,Liverpool,Balanced,Composed,Controller,Creator,Central Midfielder,Playmaker,85,£55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Ross Barkley,checked,England,Everton,Powerful,Competitive,Controller,Creator,Central Midfielder,Playmaker,85,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Douglas Luiz,checked,Brazil,Aston Villa,,,Passer,Creator,Central Midfielder,Radar,85,£60000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
